Date,portfolio_return,historical_var_99,ewma_var_99
2015-07-10,5.227604102702181e-05,,0.00810183424202336
2015-07-13,-9.960958541417315e-05,,0.007855076216853068
2015-07-14,0.0031843518423251282,,0.007615990471486871
2015-07-15,0.00154053002335921,,0.007603666231980368
2015-07-16,0.00220713949924567,,0.007424110509983574
2015-07-17,-0.0004592681613724504,,0.007306996854788546
2015-07-20,-0.0074328378638540485,,0.007089228576677604
2015-07-21,-0.00013812457107593724,,0.008073488314223958
2015-07-22,0.0007726993399905348,,0.007827933045356778
2015-07-23,3.740997698724628e-05,,0.007602224578681431
2015-07-24,4.0433984254240106e-05,,0.007370661019940616
2015-07-27,-0.0003343869428112044,,0.007146158136739759
2015-07-28,0.0017117280052392214,,0.00693107706536108
2015-07-29,0.0007851741725853901,,0.006790350117218889
2015-07-30,-8.484054641506598e-05,,0.006598674784637456
2015-07-31,0.003701048670512419,,0.00639783523084555
2015-08-03,-0.00015579707699875394,,0.006551656903099217
2015-08-04,-0.00270635939214039,,0.006352687413390607
2015-08-05,-0.001995024419372937,,0.0063492964796403656
2015-08-06,0.00035898268395333503,,0.006259964215974845
2015-08-07,0.0029704010343263535,,0.006072706830656028
2015-08-10,0.002611344539382632,,0.006126184987261237
2015-08-11,0.0031461686820771777,,0.006123119752211613
2015-08-12,0.0022324851130206993,,0.0062013851818617525
2015-08-13,-0.0036156791692413485,,0.006145577033560698
2015-08-14,0.0020495838754350125,,0.006304526621299286
2015-08-17,0.002403982115871117,,0.006223044898046586
2015-08-18,-0.0019691329832287165,,0.006187024569781349
2015-08-19,0.004301364494968829,,0.006102588706323755
2015-08-20,0.001576798077148678,,0.0064042845246929025
2015-08-21,-0.004116230897361173,,0.006273858597684222
2015-08-24,-0.008998211500134247,,0.006519306949377069
2015-08-25,-0.01020333966121747,,0.008138957905132568
2015-08-26,-0.0018416758836862003,,0.009801704622098714
2015-08-27,0.004639379013762079,,0.009560876674189762
2015-08-28,0.002593712470668064,,0.00963923364348474
2015-08-31,-0.004255601685583455,,0.009461733264840181
2015-09-01,-0.002990763227625948,,0.009488600760602586
2015-09-02,0.000598599881260076,,0.009356066833334918
2015-09-03,6.349903040547822e-05,,0.009077454455158175
2015-09-04,-0.002430840361671449,,0.008800993006987192
2015-09-08,0.004050032150860727,,0.008644579652660548
2015-09-09,-0.004384280633287396,,0.008693171595922408
2015-09-10,0.0009412256513202431,,0.008790823481317184
2015-09-11,0.0016030737673928598,,0.0085398787185196
2015-09-14,-0.00029365539321590806,,0.008329959229768907
2015-09-15,-0.004551773577803208,,0.00807792849164203
2015-09-16,0.005949826774448109,,0.008250174508282242
2015-09-17,0.006959146722377319,,0.008687719082588596
2015-09-18,0.0010244401705762575,,0.009309869387494117
2015-09-21,-0.0048281582598555415,,0.009045110705275625
2015-09-22,-0.001868398784250891,,0.00919100770876
2015-09-23,-0.00122544793213879,,0.008974390944682928
2015-09-24,0.004749290631325253,,0.008728971366664399
2015-09-25,-0.004538151832226457,,0.008885235430538927
2015-09-28,-0.0038234401072758666,,0.008994330675662028
2015-09-29,-8.483511915524655e-05,,0.008988381113765263
2015-09-30,0.000511461589620987,,0.008714692898027857
2015-10-01,0.0012625016322247442,,0.008454233423366424
2015-10-02,0.010056926129977928,,0.008228194424653872
2015-10-05,-0.0006288985083768631,,0.009822581390643036
2015-10-06,0.0036830517477324243,,0.009530086434539144
2015-10-07,0.0025533761543590438,,0.009475119699759059
2015-10-08,-0.0012935229962223848,,0.009300981941946373
2015-10-09,0.0032890352686829384,,0.009047711348768936
2015-10-12,0.003806165343338286,,0.008970066222954846
2015-10-13,-0.0011630504364985583,,0.008963172174004467
2015-10-14,0.007928842086713383,,0.008715353339287274
2015-10-15,0.0011181172147284976,,0.009581939492350476
2015-10-16,-0.001002731984719496,,0.009311858197073818
2015-10-19,-0.0009461773068134339,,0.00904624514439304
2015-10-20,-0.0009371619629661379,,0.008787216768398283
2015-10-21,-0.00040513405887345746,,0.008536243607137143
2015-10-22,0.003820193169816078,,0.008279414475067144
2015-10-23,-0.001434290681349726,,0.008317127673355164
2015-10-26,0.001378910945486678,,0.008105068389513465
2015-10-27,1.5245220002847205e-06,,0.00789734225242418
2015-10-28,-0.001498536513523541,,0.007656757442122459
2015-10-29,-0.005903499644294995,,0.007472453362673691
2015-10-30,0.0018922966941649748,,0.007987740713055268
2015-11-02,-0.0008840097175040417,,0.007819110691035299
2015-11-03,-0.0038889399601133023,,0.0075976270966666105
2015-11-04,-0.002977900171779635,,0.007692296362508624
2015-11-05,-0.003567891143323276,,0.007648572599853567
2015-11-06,-0.00937085612943629,,0.007689224824385847
2015-11-09,-0.0018925986026774094,,0.009170103099028453
2015-11-10,0.0011784595693352222,,0.008955916750693255
2015-11-11,-0.0006007921720123431,,0.008709011985530894
2015-11-12,-0.0017394687855189384,,0.008450637974534688
2015-11-13,-0.0010824793724134583,,0.0082529381530576
2015-11-16,0.0029273350927292224,,0.008025261109188973
2015-11-17,-0.0021241448435218584,,0.007957580834029818
2015-11-18,0.004073319303882262,,0.007809533430811198
2015-11-19,0.004694150757315897,,0.007919413496322943
2015-11-20,-0.002134700783998267,,0.008130754320100273
2015-11-23,-0.002190778373332014,,0.007976360007702748
2015-11-24,0.0011908978551026684,,0.007833482385373486
2015-11-25,0.00026120919761889476,,0.007625100698881953
2015-11-27,-0.0032069806971090076,,0.007394307697205708
2015-11-30,0.001481469064030372,,0.007398299126222768
2015-12-01,0.007130834493224603,,0.007222423808693676
2015-12-02,-0.007393734792005335,,0.008095980593467313
2015-12-03,-0.006057560335390666,,0.008908615585606731
2015-12-04,0.010655059045976812,,0.00930143435675435
2015-12-07,-0.002303586324878238,,0.010871546104192439
2015-12-08,-0.001730247948045105,,0.010621778575862585
2015-12-09,7.565235969055929e-05,,0.01034528701536259
2015-12-10,-0.0001336741147115016,,0.010030220538527151
2015-12-11,0.0016045962335059505,,0.00972495793522371
2015-12-14,-0.0067781691526277,,0.009472928171749273
2015-12-15,-0.0009818405449170341,,0.009963467939871542
2015-12-16,0.004451785325428714,,0.009676129354467364
2015-12-17,-0.006245778859380536,,0.0097182886062667
2015-12-18,0.0008443681246721681,,0.010072011989249915
2015-12-21,0.0034920349120663554,,0.009777024446837458
2015-12-22,-0.0019265591971723284,,0.009685786132741802
2015-12-23,0.00129291199339372,,0.009454670957931812
2015-12-24,0.003683231444182389,,0.009196203187592237
2015-12-28,-0.00228108558605491,,0.009159752858414423
2015-12-29,-0.0030703503977748793,,0.008975333275483223
2015-12-30,-0.0032677642319601796,,0.008876052243741444
2015-12-31,-0.001722433168299697,0.00979542273064469,0.008804807190974656
2016-01-04,0.0010282121196706574,0.00979542273064469,0.00859281703558463
2016-01-05,-0.0003964441175013268,0.00979542273064469,0.008351623085686754
2016-01-06,0.0032512063550797386,0.00979542273064469,0.008100349761143367
2016-01-07,-0.0015797113312000068,0.00979542273064469,0.008069142521097885
2016-01-08,-0.003299730122507927,0.00979542273064469,0.00787494230995354
2016-01-11,-0.004091722049229318,0.00979542273064469,0.007863166465851215
2016-01-12,0.0024112578466442425,0.00979542273064469,0.007972204295477254
2016-01-13,-0.001327678307356428,0.00979542273064469,0.007850517020319575
2016-01-14,-0.003252097747325178,0.00979542273064469,0.007648866769398411
2016-01-15,-0.0016969838797368689,0.00979542273064469,0.0076438910376980355
2016-01-19,-0.002500626527180594,0.00979542273064469,0.007473849179378618
2016-01-20,0.002429265299425199,0.00979542273064469,0.007384943737871513
2016-01-21,0.00018900238431727165,0.00979542273064469,0.007292557359013854
2016-01-22,0.0031663308501031604,0.00979542273064469,0.007071216914644334
2016-01-25,-0.0004075363331269568,0.00979542273064469,0.007089248764190609
2016-01-26,0.007203717879935701,0.00979542273064469,0.006877203756433807
2016-01-27,-0.0036315314348636107,0.00979542273064469,0.007829988562718278
2016-01-28,0.0011421501486673644,0.00979542273064469,0.007868451444919699
2016-01-29,0.006743973158758899,0.00979542273064469,0.00765645921365766
2016-02-01,0.0034304184837141262,0.00979542273064469,0.00835897388171917
2016-02-02,0.0002957997783103349,0.00979542273064469,0.008336741194601274
2016-02-03,0.0035456958804721333,0.00979542273064469,0.008084527825288764
2016-02-04,0.0035354231090832136,0.00979542273064469,0.008094461176153022
2016-02-05,-0.0016243476668673206,0.009188260261078288,0.00810232991540136
2016-02-08,0.004537034551744458,0.009188260261078288,0.007909844739108749
2016-02-09,-0.00046063882526401476,0.009188260261078288,0.008092949579226813
2016-02-10,0.004388965033947723,0.009188260261078288,0.007850795074581581
2016-02-11,0.006717887299517255,0.009188260261078288,0.00801198154134672
2016-02-12,-0.0010710179960883525,0.009188260261078288,0.008659946202967398
2016-02-16,-0.008770271789415342,0.009188260261078288,0.008418281329882133
2016-02-17,0.003221271564077077,0.009188260261078288,0.009570351645671873
2016-02-18,0.008707990109052611,0.009188260261078288,0.009458623236048845
2016-02-19,-0.0009243404906909003,0.009188260261078288,0.010426905709173753
2016-02-22,-0.0032370410232781754,0.009188260261078288,0.010122972784656264
2016-02-23,-0.0002523943455461366,0.009188260261078288,0.009986420491147549
2016-02-24,0.0002546299448566102,0.009188260261078288,0.00968326204212584
2016-02-25,0.005254989583768088,0.009188260261078288,0.00938939205794897
2016-02-26,-0.0052810955400850014,0.009188260261078288,0.009583213588227888
2016-02-29,0.0028684265542400665,0.009188260261078288,0.009766471120628268
2016-03-01,-0.0009367118180552581,0.009188260261078288,0.009608986563748496
2016-03-02,0.005473988577108679,0.009188260261078288,0.009331536776558012
2016-03-03,0.007451453325008517,0.009188260261078288,0.009569891487260729
2016-03-04,-0.0004628591628981218,0.008886521041881984,0.010203788813210924
2016-03-07,0.001894080890747607,0.008886521041881984,0.009896455627073085
2016-03-08,-0.0005825465730740383,0.008886521041881984,0.009655483829967965
2016-03-09,-0.0019962361076251377,0.008886521041881984,0.00936722268906387
2016-03-10,0.004202339195504435,0.008886521041881984,0.009152821410176908
2016-03-11,-0.0003760978194112365,0.008886521041881984,0.009191410261797876
2016-03-14,-0.0027034018480204037,0.008886521041881984,0.008913979574408712
2016-03-15,-0.002070199497612624,0.008886521041881984,0.008778645755868932
2016-03-16,0.008890991828540428,0.008886521041881984,0.008592576901951067
2016-03-17,0.005040698670166477,0.008886521041881984,0.009750434072906076
2016-03-18,0.0008762206142243876,0.008886521041881984,0.00988014374256318
2016-03-21,-0.0042746548057579275,0.008886521041881984,0.009592158722009027
2016-03-22,-0.0022860973072144075,0.008886521041881984,0.009613653066150002
2016-03-23,-0.0039134999444888855,0.008886521041881984,0.009411377029978605
2016-03-24,-8.408588371107146e-05,0.008886521041881984,0.00939322749586968
2016-03-28,0.0025386934827542175,0.008886521041881984,0.009107197993288229
2016-03-29,0.010399732069775292,0.008886521041881984,0.008947477859879798
2016-03-30,-0.004430515619991705,0.008886521041881984,0.01050586212361192
2016-03-31,0.0024793663183919406,0.008886521041881984,0.010494031987274086
2016-04-01,-0.0006134100866002968,0.008886521041881984,0.010271967843362057
2016-04-04,-0.0012964312842784322,0.008886521041881984,0.009965174590127475
2016-04-05,0.0019245772826183226,0.008886521041881984,0.009689797709849606
2016-04-06,-0.0011217969827436614,0.008886521041881984,0.009458403012945683
2016-04-07,0.002441656478366805,0.008886521041881984,0.009192515065196378
2016-04-08,-0.0004190602375884868,0.008886521041881984,0.009020423175360325
2016-04-11,0.0035066806939752842,0.008886521041881984,0.008748884252014493
2016-04-12,0.00011429398078963702,0.008886521041881984,0.008714547561611887
2016-04-13,0.00043567632538843437,0.008886521041881984,0.008449318352567205
2016-04-14,-0.004612941232727796,0.008886521041881984,0.008195679162834717
2016-04-15,0.00435065264213479,0.008886521041881984,0.008369507946711673
2016-04-18,0.0014465617326764326,0.008886521041881984,0.008484808876710602
2016-04-19,0.0052902068474942835,0.008886521041881984,0.008267523171002667
2016-04-20,-0.004460383126201983,0.008886521041881984,0.00856378148654795
2016-04-21,-0.0016781185951169513,0.008886521041881984,0.008683215778514696
2016-04-22,-0.0016876722186298435,0.008886521041881984,0.008472824936036561
2016-04-25,-0.00018201232527963456,0.008886521041881984,0.008270810014653197
2016-04-26,0.0013580220541462352,0.008886521041881984,0.00801951854370895
2016-04-27,0.0038052813558894453,0.008886521041881984,0.007813626668558777
2016-04-28,0.004027889061814616,0.008886521041881984,0.007879816232690271
2016-04-29,0.0035116668518013986,0.008886521041881984,0.00797710050841356
2016-05-02,-0.0005197804611737357,0.008886521041881984,0.007988766480436144
2016-05-03,-0.0011093969047266893,0.008886521041881984,0.007751057665787041
2016-05-04,-0.0022044382858560363,0.008886521041881984,0.007541472423737678
2016-05-05,0.0013283663802569066,0.008886521041881984,0.007418850290654067
2016-05-06,0.0005001933832143866,0.008886521041881984,0.0072325621398726695
2016-05-09,-0.00385428959968035,0.008886521041881984,0.0070180195941215474
2016-05-10,0.003908427565898931,0.008886521041881984,0.007149912071828463
2016-05-11,0.0014178222842860411,0.008886521041881984,0.007281087216505608
2016-05-12,-0.0027713797147502777,0.008886521041881984,0.007105358759849757
2016-05-13,0.00015497785243423511,0.008886521041881984,0.00706759745688117
2016-05-16,0.0002437606213231411,0.008886521041881984,0.006852859023819378
2016-05-17,-1.3548847573008468e-05,0.008886521041881984,0.006645545156849829
2016-05-18,-0.006181499916930555,0.008886521041881984,0.006443099705415602
2016-05-19,0.0003734450229510467,0.008886521041881984,0.007171494724651269
2016-05-20,-0.00020044106287402368,0.008886521041881984,0.006956277836834876
2016-05-23,-0.0004654520705140053,0.008886521041881984,0.006745328691776699
2016-05-24,-8.206986309924327e-05,0.008886521041881984,0.00654521500083783
2016-05-25,0.0015425027851875273,0.008886521041881984,0.006345993707801611
2016-05-26,0.00029977464327559647,0.008886521041881984,0.006215137489692399
2016-05-27,-0.0019276083694032223,0.008886521041881984,0.006028220161491016
2016-05-31,-0.000581066532471697,0.008886521041881984,0.005946898532054387
2016-06-01,0.00013866337668873036,0.008886521041881984,0.005775231752628517
2016-06-02,0.002356407975823283,0.008886521041881984,0.005599852420482795
2016-06-03,0.010570228911718927,0.008886521041881984,0.00559284099683639
2016-06-06,-0.0016438203437498136,0.008886521041881984,0.008104520430444984
2016-06-07,0.00204487714055861,0.008886521041881984,0.007913259747817125
2016-06-08,0.004872952440971923,0.008886521041881984,0.007760173745000146
2016-06-09,0.002100666776505178,0.008886521041881984,0.008019826734393698
2016-06-10,-0.0030345921185389374,0.008886521041881984,0.007867112580712047
2016-06-13,9.842602600527165e-05,0.008886521041881984,0.007821008853579585
2016-06-14,-0.002501239341412931,0.008886521041881984,0.007582956840272351
2016-06-15,0.0038940061413935915,0.008886521041881984,0.007488833917293759
2016-06-16,0.00013900629740073469,0.008886521041881984,0.007592193419102876
2016-06-17,0.002009540782321806,0.008886521041881984,0.00736133080492276
2016-06-20,0.0022794309214277716,0.008886521041881984,0.00722835500352304
2016-06-21,-0.005263401308155546,0.008886521041881984,0.0071275043379793145
2016-06-22,0.0013769554386122043,0.008886521041881984,0.007533187201171919
2016-06-23,0.0013451813143715576,0.008886521041881984,0.0073457221559952955
2016-06-24,-0.0077786046075858165,0.008886521041881984,0.0071630740243273025
2016-06-27,-0.002774203449424095,0.008886521041881984,0.008238834912288454
2016-06-28,0.005051913595816693,0.008886521041881984,0.008142773454799284
2016-06-29,0.0037842719397116254,0.008886521041881984,0.008403199465735684
2016-06-30,0.003388691603028593,0.008886521041881984,0.008427755760753849
2016-07-01,0.006881874864338355,0.008886521041881984,0.008396082723259334
2016-07-05,-0.0004355030907502665,0.008886521041881984,0.009035654789960944
2016-07-06,0.0015457080339707611,0.008886521041881984,0.008763906673598021
2016-07-07,-0.001190343399592897,0.008886521041881984,0.00854245320679195
2016-07-08,0.007292179368840924,0.008886521041881984,0.00830994517604679
2016-07-11,-0.002595276780358913,0.008886521041881984,0.009065253025281618
2016-07-12,-0.0023550557359349076,0.008886521041881984,0.008912641588453415
2016-07-13,0.003203443125727134,0.008886521041881984,0.008744714096613947
2016-07-14,-0.0008296896200187033,0.008886521041881984,0.008672603434577023
2016-07-15,-0.005205777416560098,0.008886521041881984,0.008421682449882204
2016-07-18,0.0011137407273075883,0.008886521041881984,0.008687291292250692
2016-07-19,-0.0009507884726638106,0.008886521041881984,0.008446518158684472
2016-07-20,-0.0012798493327408568,0.008886521041881984,0.008207106043113685
2016-07-21,0.0027684220431380526,0.008886521041881984,0.007990436775267154
2016-07-22,-0.0018505354716495282,0.008886521041881984,0.00790600485422698
2016-07-25,-0.0017094618287784248,0.008886521041881984,0.007737350576369118
2016-07-26,0.0009505936756256441,0.008886521041881984,0.007564621337465372
2016-07-27,0.007326276537944088,0.008886521041881984,0.007354148943969518
2016-07-28,-0.0014534129945550588,0.008886521041881984,0.008262401834044695
2016-07-29,0.005921258103822558,0.008886521041881984,0.008053395259232586
2016-08-01,-0.003986127226742742,0.008886521041881984,0.008505917183990783
2016-08-02,-0.0002609120274605025,0.008886521041881984,0.0085538899470462
2016-08-03,-0.00048062080413771016,0.008886521041881984,0.0082946365889869
2016-08-04,0.00018374275932953044,0.008886521041881984,0.008046610718107425
2016-08-05,-0.005733953743408394,0.008886521041881984,0.007802181117759046
2016-08-08,-0.00031628571857156285,0.008886521041881984,0.008239999849641052
2016-08-09,0.0035126177665548704,0.008886521041881984,0.007991009006375603
2016-08-10,0.001894308442646131,0.008886521041881984,0.008001957615237514
2016-08-11,-0.0036584334193439983,0.008886521041881984,0.00783292091798822
2016-08-12,0.0012071414280835579,0.008886521041881984,0.007875238578511193
2016-08-15,-0.0017226964677813593,0.008886521041881984,0.007666250019005591
2016-08-16,0.001591176431513075,0.008886521041881984,0.007497249712909348
2016-08-17,0.0020333764794057134,0.008886521041881984,0.007325186134229196
2016-08-18,0.004304564980009085,0.008886521041881984,0.007195930681572102
2016-08-19,-0.005055225522187046,0.008886521041881984,0.007395352837969774
2016-08-22,0.002890648251776406,0.008284354870318873,0.007727090382350913
2016-08-23,0.0017626191113520484,0.00759001839795138,0.007670639350380633
2016-08-24,-0.0033809523343908635,0.00759001839795138,0.007504479626424244
2016-08-25,-0.0018833394471713394,0.00759001839795138,0.0075266148519567725
2016-08-26,-0.003294280873222344,0.00759001839795138,0.007375817518950579
2016-08-29,0.004800649950803604,0.00759001839795138,0.007393403056218686
2016-08-30,-0.003821734353548667,0.00759001839795138,0.007672424211758583
2016-08-31,8.21666151211265e-05,0.00759001839795138,0.007750921427052821
2016-09-01,0.00304244066367414,0.00759001839795138,0.007514942996903646
2016-09-02,0.0014360914428565685,0.00759001839795138,0.007489432582182578
2016-09-06,0.008049398914617624,0.00759001839795138,0.007307241641732933
2016-09-07,-0.0023553353219031292,0.00759001839795138,0.00843985477524273
2016-09-08,-0.006077255191235543,0.00759001839795138,0.008292084339691882
2016-09-09,-0.01129795085557095,0.00759001839795138,0.008753616550410653
2016-09-12,0.003724176405826185,0.008284354870318873,0.010652507038297074
2016-09-13,-0.009248943893422191,0.008284354870318873,0.010543764258487055
2016-09-14,0.0016752790971899635,0.009014394562458833,0.011501203241636221
2016-09-15,0.00010588609286517084,0.009014394562458833,0.011191619357739501
2016-09-16,-0.002991562946534443,0.009014394562458833,0.010850845306394033
2016-09-19,0.00014348565895996315,0.009014394562458833,0.010657504472402607
2016-09-20,0.00039427935618745473,0.009014394562458833,0.010333157442577528
2016-09-21,0.008684679225185966,0.009014394562458833,0.010020886833268416
2016-09-22,0.0045775868803322965,0.009014394562458833,0.010903401922677296
2016-09-23,-0.002982571815096558,0.009014394562458833,0.0108883089220317
2016-09-26,-5.387854549008251e-05,0.009014394562458833,0.010692545137322105
2016-09-27,0.002353427580137213,0.009014394562458833,0.010366852600157508
2016-09-28,0.00010539967875069502,0.009014394562458833,0.01014010852574457
2016-09-29,-0.002377502666664788,0.009014394562458833,0.009831383429259787
2016-09-30,-0.0014116576327712462,0.009014394562458833,0.00962767803098222
2016-10-03,-0.0040177503376269685,0.009014394562458833,0.009368977277454284
2016-10-04,-0.013048478728131531,0.009014394562458833,0.009367641234181644
2016-10-05,-0.00030091069853501736,0.009311119133789382,0.011737725383023787
2016-10-06,-0.0048379008666029405,0.009311119133789382,0.011381438716886192
2016-10-07,-0.0027005800944329694,0.009311119133789382,0.011373870680495935
2016-10-10,-0.0007696099755042373,0.009311119133789382,0.011134236305353148
2016-10-11,-0.008342011789299608,0.009311119133789382,0.010803947091866281
2016-10-12,0.0023388472276621554,0.009311119133789382,0.011502969524037095
2016-10-13,0.001627177729265461,0.009311119133789382,0.011231894771454093
2016-10-14,-0.005885892843678021,0.009311119133789382,0.010929129851522735
2016-10-17,0.002079201989609358,0.009311119133789382,0.011114334015283481
2016-10-18,0.005292977698268021,0.009311119133789382,0.010840686270636527
2016-10-19,0.001806850507935387,0.009311119133789382,0.010934637737945143
2016-10-20,-0.0012228983858954658,0.009311119133789382,0.010651404595699247
2016-10-21,0.00015598008116819446,0.009311119133789382,0.010350404707677969
2016-10-24,-0.0010546768006503891,0.009311119133789382,0.010035483305245948
2016-10-25,0.0006162254784010558,0.009311119133789382,0.009748305631383127
2016-10-26,-0.0029865927245512408,0.009311119133789382,0.00945785386275334
2016-10-27,-0.0042242237687422305,0.009311119133789382,0.00932632295795995
2016-10-28,4.611292196521349e-05,0.009311119133789382,0.009357119970993767
2016-10-31,0.0027665070975118056,0.009311119133789382,0.009072102456108271
2016-11-01,-0.0004907285174710065,0.009311119133789382,0.008935886996484276
2016-11-02,0.002352378805035338,0.009311119133789382,0.008668175562423686
2016-11-03,0.0010363737707679737,0.009311119133789382,0.008510340475368574
2016-11-04,0.003169252405283962,0.009014394562458833,0.008272188749409555
2016-11-07,-0.0027907083491674587,0.009014394562458833,0.008220999731183646
2016-11-08,-0.0017710414896692896,0.009014394562458833,0.008127646255475355
