date,portfolio_volatility,average_correlation,pc1_variance_share,regime_stress_score,regime
2016-07-11,0.05233278587420886,-0.01976207636799925,0.613099549310987,0.3756449948400413,calm
2016-07-12,0.052116831463419444,-0.02593895334711151,0.628618462415773,0.3786008230452675,calm
2016-07-13,0.05236994712731042,-0.024264002727981005,0.6299766667972121,0.3846153846153846,calm
2016-07-14,0.05151250046655296,-0.028856423954902267,0.6401743528430623,0.3793456032719837,calm
2016-07-15,0.051839171844337964,-0.026407567109582662,0.6379228285445676,0.3802242609582059,calm
2016-07-18,0.05166210099794993,-0.02765468552503885,0.6411092023836891,0.38109756097560976,calm
2016-07-19,0.051550193281894745,-0.027643743241859437,0.6427464644428177,0.3819655521783181,calm
2016-07-20,0.0516631886899484,-0.02823967919076608,0.6461617903157768,0.3828282828282828,calm
2016-07-21,0.05184336994710858,-0.028141147601431604,0.6455656711151435,0.38469284994964753,calm
2016-07-22,0.051611043269842345,-0.029773808604998293,0.6476995170122452,0.3815261044176707,calm
2016-07-25,0.051242099311951915,-0.02763823392140948,0.6509981265165562,0.3813813813813814,calm
2016-07-26,0.05083158257089062,-0.02701890117359469,0.6532121027531188,0.37824351297405184,calm
2016-07-27,0.05279991509843169,-0.016339514045083957,0.6489499261038146,0.4109452736318408,calm
2016-07-28,0.05284730741909789,-0.013147295478832028,0.6503743899148634,0.4136904761904762,calm
2016-07-29,0.05374027408314963,-0.008151572626741547,0.6511679135257223,0.4302670623145401,calm
2016-08-01,0.05451172245767859,-0.004309283820158602,0.6444810220845572,0.4358974358974359,calm
2016-08-02,0.054532016141572645,-0.00610575767102946,0.6369824581842569,0.4336283185840708,calm
2016-08-03,0.05382743117762779,-0.006858816230928003,0.6425053671934632,0.4235294117647059,calm
2016-08-04,0.053362219863601526,-0.011328066905814376,0.6450481712615612,0.4144672531769306,calm
2016-08-05,0.05480042385922121,-0.006022910288917294,0.6467099157332347,0.44931773879142306,calm
2016-08-08,0.054437008243356594,-0.007942879199841981,0.6467429012135382,0.4373177842565597,calm
2016-08-09,0.05481408376024129,-0.004987349957661208,0.6442533371205141,0.4467054263565891,calm
2016-08-10,0.05489502306568247,-0.001587439842588545,0.6435432976334389,0.451207729468599,calm
2016-08-11,0.055531862555556796,0.000677237969902117,0.6467366047948809,0.4624277456647399,calm
2016-08-12,0.05383457884768153,-0.008550952375501441,0.643217877204067,0.4188280499519692,calm
2016-08-15,0.05402922954011624,-0.008358799538771295,0.6411981701744222,0.421455938697318,calm
2016-08-16,0.05405754561918219,-0.009552802781017462,0.6377333757982973,0.4173829990448901,calm
2016-08-17,0.05410743836166842,-0.009379710723378874,0.6373597286032274,0.4180952380952381,calm
2016-08-18,0.054632177825772794,-0.0027242367269922295,0.6296717475822587,0.4368471035137702,calm
2016-08-19,0.05581930331093202,0.0049579592126968944,0.6269739001564427,0.45549242424242425,calm
2016-08-22,0.05602875762494279,0.006269401694188814,0.6255207153154763,0.4579792256846081,calm
2016-08-23,0.05583952381225519,0.0060357306114518896,0.6254817489006687,0.4548022598870056,calm
2016-08-24,0.056388825805759,0.009785929845287889,0.6218165026516029,0.4676056338028169,calm
2016-08-25,0.05660720687238129,0.011317991992085585,0.6215715065738545,0.4700374531835206,calm
2016-08-26,0.05701558811577009,0.014185215229986997,0.6213118118534902,0.4761904761904762,calm
2016-08-29,0.0537733092961662,0.0007709609466766576,0.6192292772889691,0.4068901303538175,calm
2016-08-30,0.05430071867165911,0.005176631406241089,0.6185389635337043,0.41968430826369546,calm
2016-08-31,0.054182165468810176,0.004617730217763416,0.6184514351925742,0.41574074074074074,calm
2016-09-01,0.05364664080346345,0.00030717240898505137,0.6189824436275435,0.4007386888273315,calm
2016-09-02,0.05356592503585716,-0.00290409471211345,0.6143408810168165,0.39134438305709024,calm
2016-09-06,0.05545620223492787,0.00861415437923268,0.6069754599018371,0.4389348025711663,calm
2016-09-07,0.0557448352561297,0.011512499977208051,0.6081432812109335,0.4468864468864469,calm
2016-09-08,0.057002477099708425,0.018816633065795906,0.6042266112098366,0.4776255707762558,calm
2016-09-09,0.06127937126637758,0.05133296818434119,0.5765752912719572,0.6220400728597449,transitional
2016-09-12,0.06173551055110272,0.053747419082007364,0.5788181095942527,0.6403269754768393,transitional
2016-09-13,0.06451981566459013,0.07515099267945746,0.5756288551742602,0.7364130434782609,stressed
2016-09-14,0.0644381454568143,0.07954924690936735,0.5715551082428202,0.7524841915085818,stressed
2016-09-15,0.06352229474912133,0.07568273735948276,0.5753162735957156,0.7351351351351351,stressed
2016-09-16,0.06375450014174165,0.07439643137136345,0.5748989679329078,0.7313566936208445,stressed
2016-09-19,0.0636895717744085,0.07960389040245637,0.5694269394483958,0.7491039426523297,stressed
2016-09-20,0.061634776084608156,0.18096406798620737,0.48152347060706974,0.7649687220732796,stressed
2016-09-21,0.06381587857247967,0.2405619666264486,0.48604733615535683,0.820855614973262,stressed
2016-09-22,0.06367084531540981,0.24898486688577154,0.4980739978608508,0.8426666666666668,stressed
2016-09-23,0.06357557656897951,0.25796226166322234,0.5035589531625523,0.8537234042553191,stressed
2016-09-26,0.06321343347593558,0.2562354693109189,0.4966062340700378,0.8293545534924845,stressed
2016-09-27,0.06179679167792303,0.24890473026006615,0.4853152071338222,0.7830687830687831,stressed
2016-09-28,0.06179038151962362,0.26718414343196,0.48586859168854946,0.793315743183817,stressed
2016-09-29,0.061897167521524625,0.2685618591588069,0.48281847040954345,0.787719298245614,stressed
2016-09-30,0.061916172939341776,0.2636654233200325,0.4803553659899508,0.7760279965004374,stressed
2016-10-03,0.060503799320293226,0.25233579712362775,0.47337122481200605,0.7155322862129144,stressed
2016-10-04,0.0657978792907125,0.2846632849565576,0.48226768984515883,0.8207136640557006,stressed
2016-10-05,0.06567452671976139,0.31757644002604135,0.4898961152203876,0.865451388888889,stressed
2016-10-06,0.06586438878489062,0.3273222687405249,0.49171061881336625,0.8701298701298702,stressed
2016-10-07,0.06601331188775098,0.3425084763264269,0.5002333180238412,0.8937823834196891,stressed
2016-10-10,0.06529968844860094,0.33294198897378513,0.49417731373199203,0.8716623600344531,stressed
2016-10-11,0.06716406081743427,0.3471044346668207,0.5006861567816739,0.8943298969072165,stressed
2016-10-12,0.0674359146670018,0.3562104115938027,0.5059221233661768,0.8997429305912595,stressed
2016-10-13,0.06757021328396441,0.36744874423853274,0.5129473997619631,0.9034188034188034,stressed
2016-10-14,0.06809030407705546,0.37479607277150934,0.5179731880197134,0.9053708439897697,stressed
2016-10-17,0.06827691438509514,0.37704169556583694,0.5197766026282821,0.9056122448979592,stressed
2016-10-18,0.0692962629474836,0.3877904519730967,0.5266044907178771,0.9067005937234945,stressed
2016-10-19,0.0693946670358485,0.3890813881372247,0.5278404758556235,0.9086294416243655,stressed
2016-10-20,0.06747219253623177,0.38180990678101123,0.5208789003014112,0.8987341772151899,stressed
2016-10-21,0.06746815379723536,0.38177345679358643,0.5208555220742952,0.8964646464646465,stressed
2016-10-24,0.06609076377386532,0.3688264746069637,0.5110369316882364,0.8866498740554157,stressed
2016-10-25,0.06578926090767671,0.36868228552593063,0.5119050484709967,0.8827470686767169,stressed
2016-10-26,0.06595994751657913,0.39192634525069964,0.5298171018149075,0.8980785296574769,stressed
2016-10-27,0.06635645420298876,0.3915583026891668,0.5287201966502999,0.8983333333333334,stressed
2016-10-28,0.06634884294518185,0.4043823269018779,0.5371616553281978,0.8994181213632585,stressed
2016-10-31,0.06590453726895892,0.4170470576348911,0.5438166856944368,0.896351575456053,stressed
2016-11-01,0.06590225793724651,0.412451010266455,0.540578644740274,0.8941273779983456,stressed
2016-11-02,0.06563486394965921,0.4131037357833506,0.5417264973632078,0.8902640264026402,stressed
2016-11-03,0.06551760542096677,0.3979946057944204,0.5304809839330633,0.8847736625514403,stressed
2016-11-04,0.06566819883020791,0.40186327859961823,0.532670451769909,0.8858784893267652,stressed
2016-11-07,0.06572851189686116,0.3717626691933571,0.517194041109316,0.8705978705978706,stressed
2016-11-08,0.06573213535152692,0.37564767315993314,0.5210095504703556,0.875,stressed
